index;carat;cut;color;clarity;depth;table;price;x;y;z
4256;0.4;Premium;J;VS2;29.9;64.3;1142.0;7.75;6.45;2.12
4257;0.2;Premium;G;SI1;60.5;64.8;416.0;7.83;4.92;3.86
4258;0.61;Premium;J;VS2;79.1;63.4;2013.0;3.0;6.79;3.87
4259;0.2;Ideal;I;SI2;58.1;58.9;352.0;7.83;6.65;4.21
4260;0.81;Premium;G;VS2;93.5;56.3;3317.0;5.55;3.56;4.26
4261;0.2;Premium;F;SI1;35.0;54.6;300.0;6.78;7.89;2.57
4262;0.36;Premium;F;VVS2;30.7;59.0;1265.0;7.42;6.7;2.17
4263;0.46;Very Good;F;VVS2;87.1;59.9;1312.0;7.21;3.08;4.48
4264;0.24;Very Good;G;VVS1;57.1;59.5;371.0;3.58;3.92;2.14
4265;0.32;Premium;H;SI2;49.5;59.1;789.0;5.53;7.45;3.21
4266;0.2;Good;E;VS1;83.1;55.5;435.0;7.71;4.76;5.18
4267;0.2;Premium;J;SI1;81.8;60.1;375.0;3.1;5.43;3.49
4268;0.22;Fair;H;SI2;115.7;55.1;300.0;3.59;3.84;4.3
4269;0.35;Fair;E;SI1;64.1;60.8;655.0;7.75;7.47;4.88
4270;0.2;Very Good;F;SI2;63.0;61.5;301.0;7.53;7.57;4.76
4271;0.2;Premium;F;SI2;54.2;54.5;455.0;3.1;7.6;2.9
4272;0.52;Very Good;H;VVS2;42.9;55.2;1744.0;4.85;3.78;1.85
4273;0.2;Premium;D;SI1;87.8;54.2;300.0;4.92;3.14;3.54
4274;0.2;Premium;J;VVS1;74.4;55.9;300.0;6.82;3.31;3.77
4275;0.4;Very Good;J;VS1;65.4;57.6;947.0;3.93;5.37;3.04
4276;0.32;Ideal;E;SI2;33.6;53.4;1012.0;3.89;6.81;1.8
4277;0.2;Premium;F;IF;36.7;54.9;510.0;6.01;4.07;1.85
4278;0.29;Very Good;H;SI1;109.5;55.4;625.0;5.0;4.37;5.13
4279;0.44;Ideal;G;SI1;63.9;58.9;1485.0;5.32;4.67;3.19
4280;0.2;Very Good;G;VS1;76.7;63.0;454.0;4.76;3.4;3.13
4281;0.34;Very Good;I;VS1;35.1;58.7;976.0;5.99;5.96;2.1
4282;0.2;Good;F;VVS1;59.4;56.9;589.0;3.16;5.7;2.63
4283;0.2;Ideal;J;VS1;70.5;58.3;475.0;4.48;3.26;2.73
4284;0.2;Ideal;E;IF;76.2;53.8;525.0;3.62;3.57;2.74
4285;0.34;Ideal;E;VVS2;45.5;64.2;1248.0;3.87;6.19;2.29
4286;0.2;Very Good;I;VS1;80.3;62.5;300.0;7.1;4.63;4.71
4287;0.59;Fair;J;SI1;83.3;61.3;602.0;5.18;6.23;4.75
4288;0.2;Fair;H;SI2;60.0;55.7;413.0;7.5;7.1;4.38
4289;0.2;Premium;J;IF;87.9;56.2;300.0;6.24;3.11;4.11
4290;0.2;Ideal;F;VS1;38.0;57.2;544.0;4.54;7.26;2.24
4291;0.28;Premium;F;SI1;58.8;56.4;518.0;6.83;7.55;4.23
4292;0.31;Fair;E;VS2;55.9;58.4;888.0;6.95;4.9;3.31
4293;0.6;Good;F;SI2;62.8;59.1;1609.0;5.65;5.17;3.4
4294;0.32;Fair;H;VVS2;67.2;64.5;614.0;4.5;7.71;4.1
4295;0.2;Premium;H;SI2;95.2;58.0;349.0;3.0;4.94;3.78
4296;0.32;Good;D;VVS2;43.8;62.4;773.0;6.18;5.65;2.59
4297;0.2;Ideal;G;SI2;68.2;60.9;300.0;6.68;5.98;4.32
4298;0.35;Ideal;F;SI2;87.6;53.1;769.0;3.59;6.09;4.24
4299;0.2;Good;F;SI2;65.5;54.1;620.0;3.84;6.85;3.5
4300;0.26;Ideal;H;VS1;65.5;63.8;751.0;7.49;7.42;4.88
4301;0.2;Premium;G;VVS2;87.2;63.1;300.0;5.88;4.55;4.55
4302;0.7;Premium;H;VS2;87.2;64.6;1897.0;4.73;4.22;3.9
4303;0.2;Ideal;D;SI1;39.2;60.1;659.0;6.44;6.99;2.63
4304;0.3;Premium;G;VS1;53.2;59.0;1082.0;6.41;6.23;3.36
4305;0.2;Fair;J;VS2;72.5;56.1;300.0;7.73;4.55;4.45
4306;0.37;Premium;I;VS1;47.6;53.1;1029.0;4.3;4.77;2.16
4307;0.75;Premium;H;VVS2;72.0;60.4;2776.0;6.16;5.7;4.27
4308;0.2;Ideal;E;VS2;51.8;59.4;318.0;7.06;6.77;3.58
4309;0.24;Very Good;I;SI2;91.4;57.7;300.0;4.13;5.1;4.22
4310;0.2;Premium;G;VVS2;80.5;58.8;300.0;7.47;5.1;5.06
4311;0.24;Fair;H;SI2;50.5;53.5;369.0;4.76;4.39;2.31
4312;0.2;Fair;G;SI1;59.2;56.3;300.0;5.57;3.76;2.76
4313;0.95;Fair;D;SI2;43.1;60.3;2531.0;6.78;3.93;2.31
4314;0.32;Good;H;VS2;89.3;62.6;898.0;6.31;4.26;4.72
4315;0.26;Very Good;F;IF;62.7;56.6;409.0;5.95;3.18;2.86
4316;0.75;Premium;F;VS1;70.0;64.4;3296.0;7.75;7.86;5.46
4317;0.43;Ideal;J;SI1;123.6;62.2;1084.0;4.05;3.78;4.84
4318;0.43;Premium;J;SI1;76.6;64.8;842.0;6.67;6.59;5.08
4319;0.31;Ideal;J;VS1;76.1;57.5;499.0;7.01;4.37;4.33
4320;0.44;Ideal;I;SI1;45.8;59.0;1071.0;4.41;5.86;2.35
4321;0.2;Very Good;E;VS1;41.3;55.7;504.0;7.24;6.31;2.8
4322;0.45;Fair;H;IF;54.7;62.1;762.0;6.4;5.92;3.37
4323;0.2;Good;H;VVS2;79.0;59.0;466.0;7.79;3.98;4.65
4324;0.2;Fair;I;SI2;39.1;65.0;300.0;4.48;5.25;1.9
4325;0.2;Premium;G;VS2;77.6;53.8;440.0;3.57;6.23;3.8
4326;0.2;Ideal;G;VVS1;102.3;58.7;593.0;5.35;5.19;5.39
4327;0.2;Premium;I;IF;63.8;55.2;300.0;4.98;4.48;3.02
4328;0.2;Premium;E;SI2;32.9;59.2;616.0;6.61;6.57;2.17
4329;0.49;Very Good;F;SI2;66.6;64.4;800.0;5.11;7.12;4.07
4330;0.77;Good;G;VS2;49.9;63.5;2265.0;4.52;4.45;2.24
4331;0.22;Fair;G;VS1;89.5;55.6;300.0;3.39;7.67;4.95
4332;0.2;Fair;E;IF;58.4;59.4;837.0;7.64;6.26;4.06
4333;0.2;Very Good;G;VVS1;58.7;55.4;894.0;6.05;7.11;3.86
4334;0.39;Very Good;J;VS2;91.3;55.3;847.0;3.41;3.93;3.35
4335;0.2;Very Good;H;VVS1;58.5;64.7;488.0;7.21;4.45;3.41
4336;0.2;Premium;G;VS1;64.1;57.8;471.0;7.32;7.85;4.86
4337;0.77;Premium;F;SI2;74.8;54.8;2664.0;5.04;3.04;3.02
4338;0.42;Very Good;D;VVS2;79.7;60.5;1648.0;5.99;7.21;5.26
4339;0.66;Very Good;I;SI2;76.8;60.8;1689.0;7.85;6.37;5.46
4340;0.2;Ideal;G;SI2;68.6;59.1;506.0;6.96;6.98;4.78
4341;0.2;Premium;D;VVS2;87.7;55.7;684.0;4.97;6.27;4.93
4342;0.61;Fair;G;VVS2;50.1;61.2;1579.0;7.15;5.47;3.16
4343;0.28;Premium;G;SI1;58.3;53.5;501.0;3.18;4.27;2.17
4344;0.2;Fair;I;SI1;42.6;60.9;300.0;7.54;6.45;2.98
4345;0.34;Ideal;J;VVS2;74.5;64.2;686.0;3.11;5.53;3.22
4346;0.28;Good;G;VS2;49.6;54.9;388.0;4.87;3.47;2.07
4347;0.22;Very Good;I;VS1;83.1;62.1;436.0;6.21;6.14;5.13
4348;0.33;Very Good;I;VVS2;75.1;55.4;624.0;5.21;5.89;4.17
4349;0.33;Ideal;F;VS1;117.2;55.8;1531.0;4.85;3.48;4.88
4350;0.2;Premium;G;SI2;65.2;63.0;343.0;4.96;5.2;3.31
4351;0.2;Ideal;G;VVS1;39.4;60.6;564.0;4.98;4.3;1.83
4352;0.81;Good;G;SI2;42.6;56.6;1995.0;7.84;7.73;3.32
4353;0.2;Fair;I;SI1;78.2;55.5;399.0;4.82;7.97;5.0
4354;0.2;Ideal;J;VVS1;79.3;56.2;300.0;5.31;3.89;3.65
4355;0.23;Very Good;F;VVS1;92.7;53.3;385.0;4.5;4.37;4.11
4356;0.2;Ideal;G;VS1;57.2;64.4;300.0;3.17;4.59;2.22
4357;0.21;Good;I;VS2;57.2;55.3;605.0;3.7;5.84;2.73
4358;0.2;Fair;G;VS1;99.6;64.8;702.0;6.36;4.0;5.16
4359;0.52;Fair;G;VS2;81.9;60.6;1026.0;3.82;4.65;3.47
4360;0.31;Ideal;G;VS1;52.4;64.9;983.0;5.83;7.77;3.56
4361;0.95;Premium;H;VVS2;83.4;61.1;3983.0;4.75;7.82;5.24
4362;0.26;Premium;G;VVS1;103.4;61.0;649.0;5.78;3.16;4.62
4363;0.3;Fair;G;SI2;100.3;60.3;300.0;6.58;4.39;5.5
4364;0.7;Ideal;H;VS1;40.2;59.7;2230.0;6.83;6.16;2.61
4365;0.2;Very Good;J;SI1;80.4;59.1;300.0;3.03;7.04;4.05
4366;0.89;Good;G;VS2;65.9;63.3;2958.0;6.88;3.23;3.33
4367;0.47;Good;H;VS1;72.8;63.1;1396.0;5.52;5.85;4.14
4368;0.38;Good;E;VVS1;67.7;63.0;699.0;4.71;7.13;4.01
4369;0.2;Ideal;F;SI2;62.4;57.8;452.0;6.94;3.92;3.39
4370;0.24;Very Good;G;SI1;66.6;61.8;655.0;4.43;7.82;4.08
4371;0.2;Good;G;SI1;64.8;59.6;542.0;3.12;7.03;3.29
4372;0.94;Fair;E;VS1;53.9;63.8;3368.0;5.52;7.13;3.41
4373;0.3;Premium;J;VS1;71.5;58.6;453.0;6.26;7.14;4.79
4374;0.2;Premium;F;VS1;92.0;61.6;324.0;5.2;6.3;5.29
4375;1.02;Ideal;D;IF;27.0;62.8;6258.0;7.78;7.7;2.09
4376;0.64;Very Good;H;SI1;42.3;60.0;1698.0;5.02;4.25;1.96
4377;0.27;Ideal;F;VS2;43.8;58.5;768.0;4.62;7.58;2.67
4378;0.2;Good;D;VS2;95.9;64.7;695.0;6.17;3.17;4.48
4379;0.56;Good;F;SI1;116.3;64.0;1304.0;5.03;4.03;5.27
4380;0.24;Premium;E;VVS2;89.3;53.4;702.0;3.61;4.59;3.66
4381;0.32;Ideal;I;VVS2;50.0;62.4;487.0;3.93;7.52;2.86
4382;0.72;Good;H;VS1;69.2;62.5;1880.0;7.46;4.53;4.15
4383;0.22;Ideal;H;SI1;32.6;64.9;300.0;6.97;7.82;2.41
4384;0.2;Premium;G;SI2;42.5;53.1;300.0;7.98;5.23;2.81
4385;0.2;Ideal;J;VS1;36.9;61.9;404.0;3.07;7.77;2.0
4386;0.2;Very Good;G;SI2;95.0;54.3;300.0;3.83;7.39;5.33
4387;0.2;Very Good;I;SI1;115.5;56.7;401.0;4.0;3.93;4.58
4388;0.25;Very Good;H;VVS1;75.2;54.9;709.0;7.27;6.34;5.12
4389;0.2;Premium;E;SI1;111.4;64.0;510.0;4.77;3.49;4.6
4390;0.2;Very Good;I;SI1;29.0;55.3;359.0;6.15;6.61;1.85
4391;0.2;Fair;F;VVS2;86.0;54.7;300.0;7.77;3.42;4.81
4392;0.2;Premium;I;VVS2;72.2;58.2;300.0;4.77;4.62;3.39
4393;0.67;Good;G;VS2;76.4;63.1;1903.0;6.78;5.24;4.59
4394;0.2;Good;D;SI1;72.5;56.6;300.0;6.27;7.13;4.86
4395;0.28;Premium;F;VS1;63.4;57.5;776.0;5.98;7.58;4.3
4396;0.2;Fair;H;VVS1;74.3;58.7;300.0;6.63;6.53;4.89
4397;0.23;Ideal;H;VS1;71.8;60.3;300.0;3.46;6.98;3.75
4398;0.2;Fair;G;VVS2;34.1;60.6;323.0;5.51;7.98;2.3
4399;0.38;Very Good;G;VS1;55.0;60.0;1217.0;3.97;6.06;2.76
4400;0.2;Premium;F;VVS1;90.3;62.2;331.0;5.0;3.06;3.64
4401;0.42;Very Good;F;VS2;72.9;60.6;1080.0;6.95;5.43;4.51
4402;0.48;Very Good;H;VS1;37.8;57.9;1032.0;5.19;6.19;2.15
4403;0.41;Ideal;G;VS2;54.5;56.1;1114.0;7.36;4.75;3.3
4404;0.2;Very Good;J;SI2;42.8;57.5;442.0;3.4;5.66;1.94
4405;0.54;Good;G;VS2;46.2;53.1;1380.0;6.87;6.32;3.05
4406;0.2;Ideal;G;VVS2;110.5;53.7;915.0;4.69;4.96;5.33
4407;0.74;Very Good;G;VS2;44.6;53.4;2406.0;6.42;5.34;2.62
4408;0.46;Ideal;H;SI1;53.2;59.6;1159.0;4.44;5.98;2.77
4409;0.21;Very Good;E;SI1;102.8;57.7;347.0;4.54;3.46;4.11
4410;0.57;Very Good;E;SI1;83.3;59.1;2001.0;6.31;5.41;4.88
4411;0.69;Ideal;I;SI2;36.5;61.3;2213.0;4.8;7.85;2.31
4412;0.34;Good;F;VS1;48.0;60.6;522.0;5.31;6.24;2.77
4413;0.2;Premium;I;VS2;33.3;55.4;300.0;6.2;7.26;2.24
4414;0.2;Premium;H;VS1;84.8;62.7;559.0;6.88;4.09;4.65
4415;0.2;Good;F;VVS2;81.1;55.3;500.0;3.79;6.1;4.01
4416;0.2;Premium;H;VVS1;99.1;55.9;659.0;3.19;6.86;4.98
4417;0.46;Very Good;E;SI1;87.6;60.5;1179.0;3.37;5.69;3.97
4418;0.22;Ideal;I;VS1;39.1;59.7;476.0;6.65;7.06;2.68
4419;0.2;Good;G;SI1;74.7;53.6;300.0;3.39;7.05;3.9
4420;0.37;Ideal;J;VS2;25.3;60.9;922.0;7.74;6.5;1.8
4421;0.2;Very Good;G;SI1;53.1;62.6;638.0;7.98;4.34;3.27
4422;0.25;Very Good;I;VVS2;54.6;64.0;300.0;6.17;6.14;3.36
4423;0.64;Premium;G;VVS1;67.4;53.3;2139.0;7.36;7.93;5.15
4424;0.22;Good;J;VS2;28.9;56.3;442.0;7.18;5.69;1.86
4425;0.34;Ideal;F;SI2;62.0;53.6;406.0;7.29;3.42;3.32
4426;0.2;Ideal;G;SI1;73.5;56.7;300.0;6.75;6.5;4.87
4427;0.57;Fair;G;SI2;136.2;54.5;1125.0;3.35;3.73;4.82
4428;0.98;Very Good;J;SI1;53.3;61.3;2827.0;7.61;3.95;3.08
4429;0.2;Ideal;D;VVS1;60.7;59.8;714.0;4.23;7.87;3.67
4430;0.4;Good;F;VS1;91.7;64.6;867.0;3.49;3.29;3.11
4431;0.37;Very Good;E;VS2;66.9;63.9;1101.0;7.74;4.42;4.07
4432;0.2;Ideal;I;VS2;37.1;53.3;480.0;4.54;6.51;2.05
4433;0.45;Good;F;SI2;67.4;54.1;980.0;3.38;6.59;3.36
4434;0.25;Very Good;F;VS1;67.4;56.1;300.0;7.57;7.05;4.93
4435;0.35;Very Good;E;VVS2;67.0;61.5;815.0;3.78;5.6;3.14
4436;0.26;Premium;G;SI2;43.3;60.7;580.0;3.7;4.9;1.86
4437;0.2;Premium;F;SI1;59.7;59.7;332.0;5.5;5.49;3.28
4438;0.2;Very Good;G;SI1;30.2;56.2;300.0;7.86;7.44;2.31
4439;0.22;Ideal;E;VS2;64.6;64.7;427.0;4.53;4.91;3.05
4440;0.2;Fair;G;VS2;85.2;57.8;300.0;5.06;4.82;4.21
4441;0.42;Ideal;G;SI1;61.8;56.7;958.0;7.96;3.72;3.61
4442;0.2;Ideal;H;VVS2;40.8;55.6;300.0;6.99;7.56;2.97
4443;0.2;Ideal;G;VVS2;55.0;61.1;666.0;7.72;7.62;4.22
4444;0.36;Good;G;VVS1;57.3;55.6;681.0;7.31;5.85;3.77
4445;0.63;Premium;H;SI1;64.7;64.2;1796.0;7.61;7.75;4.97
4446;0.2;Ideal;I;VVS1;33.5;53.3;328.0;7.6;5.76;2.24
4447;0.2;Premium;H;VS2;83.3;55.3;697.0;3.08;3.88;2.9
4448;0.2;Ideal;I;VS2;58.3;64.0;341.0;6.96;4.06;3.21
4449;0.24;Premium;I;VVS1;60.2;54.1;417.0;5.92;4.55;3.15
4450;0.2;Very Good;H;VVS2;109.3;58.2;317.0;3.68;5.36;4.94
4451;0.65;Premium;J;VVS2;70.0;64.5;2135.0;5.79;5.3;3.88
4452;0.2;Premium;G;SI1;38.7;58.7;300.0;4.79;4.93;1.88
4453;0.2;Ideal;F;SI2;115.3;58.2;339.0;3.89;3.48;4.25
4454;0.34;Good;I;VS1;95.6;53.1;612.0;3.69;7.57;5.38
4455;0.28;Good;G;VVS2;47.2;53.8;702.0;3.78;7.5;2.66
4456;0.36;Premium;H;VS1;27.4;62.1;857.0;6.69;7.78;1.98
4457;0.24;Ideal;J;VVS1;49.7;54.8;615.0;5.83;4.03;2.45
4458;0.22;Premium;F;VVS2;57.5;54.7;407.0;5.27;4.82;2.9
4459;0.6;Premium;F;VVS2;67.6;54.5;1999.0;6.15;4.33;3.54
4460;0.38;Fair;I;VVS2;51.3;64.2;690.0;6.94;5.23;3.12
4461;0.2;Very Good;F;SI1;72.7;56.4;333.0;6.63;3.38;3.64
4462;0.54;Ideal;H;VVS2;65.3;58.2;1722.0;7.22;7.44;4.79
4463;0.22;Ideal;E;VVS2;65.0;54.1;540.0;4.95;5.48;3.39
4464;0.67;Ideal;G;VS1;103.5;53.4;2448.0;5.56;4.64;5.28
4465;0.29;Fair;G;VS1;73.6;64.6;509.0;7.36;6.22;5.0
4466;0.2;Very Good;H;SI2;35.2;57.7;300.0;5.63;6.53;2.14
4467;0.2;Good;E;VS2;113.8;57.1;300.0;3.9;4.64;4.86
4468;0.2;Fair;D;VS2;85.3;60.6;334.0;5.05;4.38;4.02
4469;0.29;Very Good;I;SI1;26.9;63.0;300.0;7.96;7.78;2.12
4470;0.68;Very Good;H;VS2;30.0;59.0;2174.0;4.61;7.44;1.81
4471;0.2;Very Good;I;VS1;31.8;57.0;300.0;7.67;6.24;2.21
4472;0.2;Premium;F;SI2;69.5;58.9;300.0;4.68;5.85;3.66
4473;0.2;Premium;I;VS1;39.3;54.1;417.0;7.92;3.63;2.27
4474;0.58;Good;H;SI1;61.9;60.5;1551.0;4.96;6.86;3.66
4475;0.72;Good;G;VVS1;42.5;61.4;2625.0;4.17;5.34;2.02
4476;0.9;Ideal;E;SI1;60.8;59.1;4233.0;5.92;4.73;3.24
4477;0.2;Ideal;G;SI2;71.8;62.9;715.0;5.35;4.45;3.52
4478;0.8;Premium;I;VS2;79.0;64.4;2885.0;4.23;3.31;2.98
4479;0.2;Fair;F;SI2;91.1;59.8;388.0;5.96;3.92;4.5
4480;0.2;Ideal;E;VS1;60.3;60.8;548.0;7.73;6.82;4.39
4481;0.45;Very Good;G;VVS1;39.6;61.7;1296.0;6.76;7.68;2.86
4482;0.2;Premium;G;SI1;68.0;55.5;403.0;4.62;4.97;3.26
4483;0.36;Very Good;I;VVS2;33.0;54.8;759.0;7.42;4.71;2.0
4484;0.29;Ideal;G;VVS2;79.0;53.5;841.0;7.92;5.78;5.41
4485;0.47;Fair;G;VS2;45.0;61.1;798.0;4.68;5.58;2.31
4486;0.2;Premium;G;VS2;104.9;54.7;300.0;4.87;4.07;4.69
4487;0.23;Very Good;I;VVS2;76.2;64.6;582.0;7.58;3.57;4.25
4488;0.34;Premium;G;VS2;114.7;57.4;1073.0;3.55;4.19;4.44
4489;0.68;Good;F;IF;38.0;62.2;2296.0;6.56;4.45;2.09
4490;1.11;Premium;E;VS2;87.1;59.9;5418.0;5.75;6.35;5.27
4491;0.2;Good;G;VVS2;35.2;62.8;300.0;6.9;6.67;2.39
4492;0.2;Premium;J;VVS2;100.0;58.1;300.0;6.79;3.31;5.05
4493;0.2;Premium;E;VVS2;81.1;64.1;864.0;4.48;3.73;3.33
4494;0.27;Very Good;G;VVS1;46.4;59.2;588.0;3.48;7.48;2.54
4495;0.2;Good;G;VS2;56.1;59.8;300.0;5.08;6.44;3.23
4496;0.83;Very Good;E;VS1;69.8;57.4;3291.0;5.32;7.08;4.33
4497;0.83;Very Good;G;VS2;43.1;63.2;2794.0;7.26;6.49;2.96
4498;0.48;Premium;I;VVS2;107.8;60.9;1317.0;5.24;3.57;4.75
4499;0.2;Ideal;G;VS2;36.3;64.0;587.0;7.66;7.07;2.67
4500;1.3;Ideal;H;VVS1;91.5;55.9;7816.0;4.78;6.93;5.36
4501;0.24;Very Good;F;SI1;88.0;64.8;733.0;4.44;5.58;4.41
4502;0.89;Ideal;F;VVS1;76.4;54.9;4577.0;4.41;4.07;3.24
4503;0.2;Very Good;G;VVS2;45.8;55.6;300.0;7.37;6.43;3.16
4504;1.04;Good;H;VS1;119.0;53.0;3605.0;5.32;3.12;5.02
4505;0.38;Premium;F;VS2;83.5;59.1;1137.0;5.8;4.76;4.41
4506;0.2;Good;H;SI2;52.9;59.9;501.0;5.5;6.9;3.28
4507;0.2;Premium;G;SI2;38.9;58.8;300.0;5.7;6.9;2.45
4508;0.57;Good;I;VVS1;98.2;58.1;1697.0;3.48;4.77;4.05
4509;0.31;Ideal;J;VS1;52.6;60.5;740.0;4.44;4.84;2.44
4510;0.2;Good;G;VS1;53.2;61.1;300.0;7.99;7.47;4.11
4511;0.94;Good;H;VVS2;66.0;64.1;3211.0;5.82;4.69;3.47
4512;0.34;Ideal;H;SI1;72.0;55.6;835.0;5.07;3.29;3.01
4513;0.2;Premium;F;VS2;77.6;64.0;587.0;3.44;6.15;3.72
4514;0.2;Fair;I;VS2;164.2;53.8;392.0;3.01;3.52;5.36
4515;0.2;Good;G;SI1;59.6;64.9;419.0;6.63;3.27;2.95
4516;0.2;Premium;F;VS1;82.3;61.4;547.0;7.06;5.5;5.17
4517;0.2;Good;H;SI2;39.0;58.4;300.0;3.06;6.33;1.83
4518;0.43;Ideal;H;IF;92.0;53.6;1424.0;6.52;3.61;4.66
4519;0.85;Ideal;G;VS1;31.9;55.2;4015.0;7.12;7.98;2.41
4520;0.46;Ideal;J;SI2;55.2;58.7;1120.0;6.66;3.49;2.8
4521;0.68;Premium;G;VS1;28.4;54.1;2457.0;7.46;5.85;1.89
4522;0.31;Ideal;D;VS1;61.4;62.9;996.0;6.85;4.98;3.63
4523;0.2;Good;E;VS2;56.9;58.4;459.0;6.78;6.08;3.66
4524;0.2;Premium;E;IF;87.2;56.5;449.0;7.43;3.7;4.85
4525;0.39;Ideal;I;VS1;162.3;55.6;1072.0;3.54;3.09;5.38
4526;1.81;Premium;H;SI1;83.1;58.5;9168.0;5.35;7.77;5.45
4527;0.36;Premium;J;VVS2;101.7;60.7;818.0;3.6;4.07;3.9
4528;0.2;Premium;I;VVS2;36.0;55.7;486.0;6.01;6.49;2.25
4529;0.69;Ideal;G;VS2;40.6;59.6;2596.0;5.88;6.23;2.46
4530;2.5;Premium;F;VS1;65.8;58.0;18416.0;6.38;6.81;4.34
4531;0.72;Ideal;I;VS1;90.8;59.0;2542.0;3.69;4.72;3.82
4532;0.82;Ideal;H;SI1;123.8;62.1;3062.0;3.38;4.62;4.95
4533;0.67;Ideal;J;VS2;53.5;63.7;2260.0;3.75;7.61;3.04
4534;0.31;Premium;G;IF;65.8;62.9;918.0;5.89;6.29;4.01
4535;0.2;Very Good;D;VS2;61.0;59.1;304.0;7.91;5.99;4.24
4536;0.46;Ideal;F;IF;114.9;59.7;1743.0;3.22;3.67;3.96
4537;0.51;Good;G;SI2;76.5;57.0;1117.0;3.21;6.02;3.53
4538;0.2;Premium;E;SI2;63.3;58.3;300.0;7.24;4.1;3.59
4539;0.2;Good;H;VVS1;48.9;61.6;550.0;3.29;7.79;2.71
4540;0.65;Fair;H;VS1;46.6;61.6;1721.0;6.06;4.54;2.47
4541;0.75;Ideal;J;VS1;72.2;60.4;2799.0;6.9;4.6;4.15
4542;0.2;Very Good;I;VVS2;48.0;58.9;300.0;6.94;7.98;3.58
4543;0.2;Very Good;D;VVS2;38.3;56.6;529.0;7.23;7.64;2.85
4544;0.33;Premium;G;SI1;111.4;64.4;1133.0;5.53;3.32;4.93
4545;0.2;Very Good;I;VVS2;51.5;61.7;889.0;6.9;5.72;3.25
4546;0.2;Premium;F;SI1;62.1;57.8;526.0;3.64;5.73;2.91
4547;0.2;Premium;E;SI1;30.2;61.9;300.0;7.36;7.54;2.25
4548;0.2;Good;G;IF;74.1;53.1;414.0;6.04;3.95;3.7
4549;0.2;Very Good;G;VVS1;37.4;53.7;309.0;6.17;5.02;2.09
4550;0.2;Ideal;H;VVS2;54.0;59.1;300.0;6.9;5.84;3.44
4551;0.37;Fair;I;VS2;32.9;60.2;521.0;7.69;3.87;1.9
4552;0.67;Ideal;H;VVS1;43.8;64.4;2877.0;4.06;7.95;2.63
4553;0.61;Premium;D;VVS1;71.2;58.6;2913.0;6.57;3.85;3.71
4554;0.2;Ideal;H;VVS1;74.6;55.9;543.0;4.52;7.62;4.53
4555;0.31;Ideal;G;VS2;108.4;56.8;804.0;4.32;3.98;4.5
4556;0.39;Fair;G;VVS2;73.4;55.2;631.0;6.69;5.68;4.54
4557;1.24;Ideal;H;VS1;33.4;55.8;6421.0;6.48;6.33;2.14
4558;0.2;Ideal;E;SI1;39.1;62.5;370.0;6.23;3.59;1.92
4559;0.2;Premium;I;SI1;105.5;53.0;300.0;6.28;4.09;5.47
4560;0.2;Good;F;VS1;87.0;63.9;527.0;5.92;3.71;4.19
4561;0.2;Ideal;H;SI1;66.4;57.9;434.0;7.39;7.51;4.95
4562;0.2;Premium;I;VS2;46.9;61.1;393.0;5.25;6.85;2.84
4563;0.2;Good;D;VVS1;62.9;63.0;300.0;7.75;3.35;3.49
4564;0.31;Very Good;F;VS1;129.1;57.4;698.0;4.24;3.86;5.23
4565;0.22;Fair;H;VS1;72.8;64.9;466.0;4.19;4.71;3.24
4566;0.25;Ideal;G;SI2;111.4;58.7;785.0;3.81;4.81;4.8
4567;0.95;Very Good;E;VVS2;59.4;63.5;4274.0;7.97;4.06;3.57
4568;0.22;Ideal;D;VS1;30.8;59.9;905.0;7.49;7.5;2.31
4569;0.2;Good;E;VS1;44.8;54.5;368.0;5.67;6.82;2.8
4570;0.54;Premium;G;VS2;119.9;63.7;1825.0;3.41;5.5;5.34
4571;0.24;Very Good;G;VS2;85.2;58.6;585.0;5.56;6.6;5.18
4572;0.2;Fair;G;VS2;73.7;58.9;300.0;3.84;7.74;4.27
4573;0.3;Ideal;F;VS1;48.2;64.3;1042.0;7.46;5.4;3.1
4574;0.4;Very Good;I;SI2;34.3;54.9;865.0;4.78;6.0;1.85
4575;1.28;Good;D;SI1;47.4;58.6;5311.0;3.37;7.23;2.51
4576;0.2;Ideal;F;VS1;92.5;55.0;572.0;3.59;5.6;4.25
4577;0.2;Ideal;H;VVS1;56.1;53.1;538.0;6.24;7.67;3.9
4578;0.2;Very Good;H;VVS1;68.5;57.6;724.0;5.42;7.48;4.42
4579;0.2;Premium;D;VVS2;99.1;54.5;315.0;5.33;5.1;5.17
4580;0.2;Good;H;VS2;55.0;62.0;427.0;6.74;5.59;3.39
4581;0.2;Premium;E;VVS2;61.7;55.7;300.0;6.27;3.58;3.04
4582;0.2;Premium;I;VS2;68.9;58.3;358.0;3.57;3.4;2.4
4583;0.2;Premium;G;VS1;29.2;55.0;589.0;7.4;5.01;1.81
4584;0.2;Very Good;H;VS1;66.3;60.9;300.0;6.95;4.85;3.91
4585;0.24;Good;E;SI2;67.7;55.3;471.0;7.93;7.35;5.17
4586;0.74;Premium;H;VS1;31.1;64.1;2658.0;6.39;5.31;1.82
4587;0.26;Premium;G;SI2;93.1;54.5;329.0;6.06;5.26;5.27
4588;0.2;Fair;D;SI2;74.0;61.4;460.0;3.35;7.25;3.92
4589;0.2;Ideal;E;SI1;96.7;59.8;302.0;4.08;5.54;4.65
